GPE,Count,Latitude,Longitude,group_ID,GPE_new
Pakistan,1,30.375321,69.34511599999999,171,
Israel,1,31.046051,34.851612,172,מועצה אזורית רמת נגב
Wanong,1,31.06993,95.90786,173,ལྷོ་རོང་རྫོང་ 洛隆县
Motza,1,31.794407,35.168509,174,ירושלים | القدس
lieelong,1,31.89982,99.79437,175,
West Bank,3,31.9465703,35.3027226,176,
north­,1,32.325113,-110.9283994,177,Tucson
Mississippi,1,32.3546679,-89.3985283,178,
Jenin,1,32.4646353,35.2938591,179,جنين
JO Drive,1,32.6291368,-96.8626703,180,
San Diego,1,32.715738,-117.1610838,181,San Diego
sa.so,1,32.7482643,-97.0463333,182,Arlington
Llrving,1,32.8140177,-96.9488945,183,Irving
Jfranklin,1,32.8705226,-83.6608622,184,Macon
Wl!ltOK«l!llHll­,1,33.09671,-89.077203,185,
PHOENIX,1,33.4483771,-112.0740373,186,Phoenix
tltis,1,33.5708827,-7.677872499999999,187,arrondissement de Hay Hassani مقاطعة الحي الحسني
Orange County,1,33.7174708,-117.8311428,188,
Indio,1,33.7205771,-116.2155619,189,Indio
Palm Desert's,1,33.7210509,-116.3760455,190,
Rancho Mirage,1,33.739744,-116.41279,191,
Palm Springs City Hall,1,33.824045,-116.5114939,192,Palm Springs
Palm Spring,1,33.8302961,-116.5452921,193,Palm Springs
"Palm prings).""Everybody",1,33.8302961,-116.5452921,193,Palm Springs
Palm Springs,2,33.8302961,-116.5452921,193,Palm Springs
Palm Springs',2,33.8302961,-116.5452921,193,Palm Springs
Palm Springs,18,33.8302961,-116.5452921,193,Palm Springs
Sc,1,33.836081,-81.1637245,194,
SC,1,33.836081,-81.1637245,194,
wtll!w\,1,33.8514737,-118.3704803,195,Torrance
wfll,1,33.8617448,-117.9424723,196,Fullerton
Brookwood,1,33.8836398,-84.0400713,197,
Afghanistan,2,33.93911,67.709953,198,
Malibu,1,34.0380585,-118.6923438,199,
LA,1,34.0522342,-118.2436849,200,Los Angeles
Los Angeles,2,34.0522342,-118.2436849,200,Los Angeles
Los Angeles,3,34.0522342,-118.2436849,200,Los Angeles
Los Angeles,1,34.0522342,-118.2436849,200,Los Angeles
Los Angeles,2,34.0522342,-118.2436849,200,Los Angeles
LA,2,34.0522342,-118.2436849,200,Los Angeles
Hollywood,3,34.0928092,-118.3286614,201,Los Angeles
TUPELO BEACH,1,34.2576066,-88.7033859,202,Tupelo
Hiroshima,1,34.3852894,132.4553055,203,広島市
Syria,2,34.80207499999999,38.996815,204,
Arkansaw,1,35.20105,-91.8318334,205,
Charlotte,1,35.2270869,-80.8431267,206,Charlotte
ne-nc,1,35.4576707,-76.06324219999999,207,
Tenn,1,35.5174913,-86.5804473,208,
TOKYO,1,35.6761919,139.6503106,209,杉並区
Tokyo,7,35.6761919,139.6503106,209,杉並区
Pleasant Park,6,35.7020037,-78.88552279999999,210,
NMcCartney,1,35.7468733,-90.6889088,211,
NC,1,35.7595731,-79.01929969999999,212,
NC,1,35.7595731,-79.01929969999999,212,
NC,1,35.7595731,-79.01929969999999,212,
NC,2,35.7595731,-79.01929969999999,212,
China,1,35.86166,104.195397,213,
China,1,35.86166,104.195397,213,
China,1,35.86166,104.195397,213,
China,3,35.86166,104.195397,213,
Vegas,1,36.171563,-115.1391009,214,Las Vegas
las!,1,36.171563,-115.1391009,214,Las Vegas
Las Vegas,1,36.171563,-115.1391009,214,Las Vegas
Japan,1,36.204824,138.252924,215,
JAPAN,1,36.204824,138.252924,215,
Japan,1,36.204824,138.252924,215,
Homele,1,36.2059425,43.9845763,216,ھەولێر
Winocka,1,36.5822557,-98.8798145,217,
CA,1,36.778261,-119.4179324,218,
California,1,36.778261,-119.4179324,218,
Norfolk,5,36.8507689,-76.28587259999999,219,Norfolk
ne• tum,1,36.8924433,15.0651945,220,
East Beach,1,36.9275731,-76.1852736,221,Norfolk
Syracusan,1,37.0754739,15.2865861,222,Siracusa
USA,1,37.09024,-95.712891,223,
America,1,37.09024,-95.712891,223,
America,1,37.09024,-95.712891,223,
America,3,37.09024,-95.712891,223,
USA,1,37.09024,-95.712891,223,
US,3,37.09024,-95.712891,223,
US,8,37.09024,-95.712891,223,
US,6,37.09024,-95.712891,223,
the United States,1,37.09024,-95.712891,223,
America,4,37.09024,-95.712891,223,
N.Murphy,1,37.20856089999999,-93.2941665,224,Springfield
Catania,2,37.5078772,15.0830304,225,Catania
Richmond,2,37.5407246,-77.4360481,226,Richmond
RICHMOND,1,37.5407246,-77.4360481,226,Richmond
Richmond,2,37.5407246,-77.4360481,226,Richmond
Richmond,1,37.5407246,-77.4360481,226,Richmond
Richmond,18,37.5407246,-77.4360481,226,Richmond
Seoul,1,37.5518911,126.9917937,227,서울
San Francisco,1,37.7749295,-122.4194155,228,San Francisco
San Francisco,1,37.7749295,-122.4194155,228,San Francisco
Dreambound,1,37.7813333,-122.4024254,229,San Francisco
Kentucky,1,37.8393332,-84.2700179,230,
Momlngton MO,1,37.9642529,-91.8318334,231,
acros,1,38.0186856,-87.52110800000001,232,Evansville
Navato,1,38.1074198,-122.5697032,233,
Sonoma,1,38.291859,-122.4580356,234,
S.iicramenlo,1,38.5815719,-121.4943996,235,Sacramento
St Louis',1,38.6270025,-90.1994042,236,Saint Louis
PGav,2,38.6273496,-90.1887947,237,Saint Louis
45616 LAYISHTHINKERw(l,1,38.8199214,-83.357567,238,
T.Ste,1,38.867344,-77.01340499999999,239,Washington
Washington DC,1,38.9071923,-77.0368707,240,Washington
Washington,1,38.9071923,-77.0368707,240,Washington
Delaware,1,38.9108325,-75.52766989999999,241,
Turkey,1,38.963745,35.243322,242,
Kansas,1,39.011902,-98.4842465,243,
lurn,1,39.1159478,-77.1820999,244,Rockville
Jlor,1,39.3221779,-74.514657,245,
Mpowerlnc,1,39.3796942,-77.41050729999999,246,
ESTADIOMESTALLAlh(8)_CJW,1,39.47466,-0.3585882,247,València
LVWalkenhorst,1,39.6806411,-119.704811,248,
South Warmam­,1,39.7253287,-86.2052066,249,Indianapolis
Old City,1,39.9500455,-75.1438117,250,Philadelphia
NJ,1,40.0583238,-74.4056612,251,
Lecce,1,40.3515155,18.1750161,252,Lecce
Anchorage Beach,1,40.3673046,-73.9735742,253,
previ­,2,40.4297782,-111.8943629,254,Lehi
Spain,5,40.46366700000001,-3.74922,255,Madrid
Spain,2,40.46366700000001,-3.74922,255,Madrid
Flemington,2,40.5123258,-74.85933179999999,256,
Flemington,1,40.5123258,-74.85933179999999,256,
Flemington,3,40.5123258,-74.85933179999999,256,
Indiana,1,40.5512165,-85.60236429999999,257,
Brooklyn,2,40.6781784,-73.9441579,258,New York
Brooklyn,1,40.6781784,-73.9441579,258,New York
K.ColhM,1,40.6962581,-73.3224896,259,
New York,2,40.7127753,-74.0059728,260,New York
New York,1,40.7127753,-74.0059728,260,New York
Queens­,1,40.7282239,-73.7948516,261,New York
Queens,1,40.7282239,-73.7948516,261,New York
Queens,5,40.7282239,-73.7948516,261,New York
Queens,2,40.7282239,-73.7948516,261,New York
Queens,1,40.7282239,-73.7948516,261,New York
Queens­,1,40.7282239,-73.7948516,261,New York
Manhattan,1,40.7830603,-73.9712488,262,New York
Manhattan,1,40.7830603,-73.9712488,262,New York
Puglia,2,40.7928393,17.1011931,263,
Montville,1,40.9148209,-74.383763,264,
Bari,1,41.1171432,16.8718715,265,Bari
PA,1,41.2033216,-77.1945247,266,
Mt!scamnto,1,41.408969,-75.66241219999999,267,Scranton
submer,1,41.480705,2.0239284,268,
Davenport,1,41.5236437,-90.5776367,269,Davenport
St Kilda's,1,41.573812,-93.7085556,270,West Des Moines
ri,2,41.5800945,-71.4774291,271,
ri,1,41.5800945,-71.4774291,271,
Connecticut,1,41.6032207,-73.087749,272,
Crescent City,1,41.7557501,-124.2025913,273,Crescent
ptav,1,41.7576994,-71.4320505,274,Warwick
Providence,1,41.8239891,-71.4128343,275,Providence
i.sa,1,41.8500231,-87.9424422,276,
North Dighton,1,41.8644591,-71.13003379999999,277,
Italy,4,41.87194,12.56738,278,Roma
Italy,4,41.87194,12.56738,278,Roma
Saint Minerva,1,41.8979888,12.4780226,279,Roma
Rome,2,41.9027835,12.4963655,280,Roma
Rome,1,41.9027835,12.4963655,280,Roma
Rome,1,41.9027835,12.4963655,280,Roma
Pl!dto,1,41.9120866,3.1675342,281,
aghl,1,42.2785217,-88.9787934,282,Rockford
Jamecca Plains,1,42.3132414,-71.1141118,283,Boston
Georgia,1,42.315407,43.35689199999999,284,
Georgia,4,42.315407,43.35689199999999,284,
bu incs,1,42.3504997,-71.1053991,285,Boston
Tower Hill,1,42.360568,-71.72748849999999,286,
Htl'M'.9)Ma',1,42.4072107,-71.3824374,287,
Malden,1,42.4250964,-71.066163,288,
Malden SW,1,42.4250964,-71.066163,288,
Malden SW,10,42.4250964,-71.066163,288,
Bools,1,42.4408344,-76.49535949999999,289,Ithaca
Salem,4,42.5197473,-70.8954626,290,Salem
Albany,2,42.6525793,-73.7562317,291,Albany
Westmere,1,42.6911891,-73.8687343,292,
againsl,1,42.7792672,-1.6412543,293,Galar
Meua,1,43.08350679999999,-76.0629519,294,
Baynes,1,43.48788,-84.095123,295,
Mghl,1,43.6283242,-79.6491391,296,Mississauga
solu­,1,43.6504333,-88.1080162,297,
Heywood-Portland,1,43.662849,-70.275536,298,Portland
Nice,1,43.7101728,7.261953200000001,299,Nice
nic:es,1,43.7101728,7.261953200000001,299,Nice
Florence,1,43.7695604,11.2558136,300,Firenze
Florence,1,43.7695604,11.2558136,300,Firenze
f'-Mee\JOOm5eytnotlf2'fO+Hq)C58.lSdU6JMay mi,1,44.3148443,-85.60236429999999,301,
heavyground,1,44.4007535,12.2043152,302,Ravenna
Collingwood,1,44.50076869999999,-80.2169047,303,
Collingwood,1,44.50076869999999,-80.2169047,303,
Oak Island,2,44.5122805,-64.2949465,304,
Bordeaux,1,44.837789,-0.57918,305,Bordeaux
Ottawa,1,45.4215296,-75.69719309999999,306,(Old) Ottawa
Ottawa,1,45.4215296,-75.69719309999999,306,(Old) Ottawa
Pineview,1,45.4239279,-75.605533,307,Ottawa
Venice,1,45.4408474,12.3155151,308,Mestre
Venice,3,45.4408474,12.3155151,308,Mestre
Piazza Duomo,1,45.4641941,9.189698,309,Milano
Portland,8,45.515232,-122.6783853,310,Portland
Portland,10,45.515232,-122.6783853,310,Portland
Portland,2,45.515232,-122.6783853,310,Portland
PORTLAND,1,45.515232,-122.6783853,310,Portland
Portland,20,45.515232,-122.6783853,310,Portland
Portland,7,45.515232,-122.6783853,310,Portland
Lyon,3,45.764043,4.835659,311,Lyon
Lyon,2,45.764043,4.835659,311,Lyon
Butte,1,46.0038232,-112.5347776,312,Butte
France,2,46.227638,2.213749,313,
Soll(S,1,46.3598939,11.241014,314,
St George Ban.k,1,46.5649601,21.7272883,315,
MAlS+l,1,46.6863988,10.5514095,316,
Quebec,1,46.8130816,-71.20745959999999,317,Québec
Saint Martins,1,47.0407318,-122.8154094,318,
thaL.,1,47.078596,15.3552061,319,
Hungary,1,47.162494,19.503304,320,
"Jlmmys E.,Broadway",1,47.6114238,-122.3205578,321,Seattle
bJue,1,47.80930009999999,9.2511273,322,
Zaporizhzhia,3,47.8388,35.139567,323,Запоріжжя
Orleans,1,47.902964,1.909251,324,Orléans
Orleans,1,47.902964,1.909251,324,Orléans
Kazakh,1,48.019573,66.923684,325,
Marysville,1,48.0517637,-122.1770818,326,
tum,2,48.14900799999999,11.5674039,327,München
Vienna,1,48.2081743,16.3738189,328,Wien
Vienna,1,48.2081743,16.3738189,328,Wien
Ukraine,1,48.379433,31.16558,329,
Ukraine,5,48.379433,31.16558,329,
West Victoria,1,48.433684,-123.38718,330,Victoria
WEST Victoria,1,48.433684,-123.38718,330,Victoria
Haintz,1,48.69591519999999,10.054238,331,
Paris,6,48.856614,2.3522219,332,Paris
Paris,3,48.856614,2.3522219,332,Paris
Paris,1,48.856614,2.3522219,332,Paris
Paris,2,48.856614,2.3522219,332,Paris
Paris,2,48.856614,2.3522219,332,Paris
Regensburg,1,49.0134297,12.1016236,333,Regensburg
Jersey,3,49.2137711,-2.1357662,334,Saint Lawrence
Jersey,3,49.2137711,-2.1357662,334,Saint Lawrence
Vancouver,1,49.2827291,-123.1207375,335,Vancouver
Rothenburg,1,49.3801834,10.1867388,336,
amecourt,1,49.380192,1.731205,337,
Guernsey,1,49.4481982,-2.58949,338,Castel
Wurzburg,1,49.79130439999999,9.9533548,339,Würzburg
Winnipeg,1,49.8954221,-97.1385145,340,Winnipeg
Coburg,1,50.2612094,10.962695,341,
Coburg,1,50.2612094,10.962695,341,
Pemberton,1,50.322028,-122.8050498,342,
Princetown,1,50.5440793,-3.9904538,343,West Devon
Merrivale,1,50.55762199999999,-4.049531,344,West Devon
Merrivale,1,50.55762199999999,-4.049531,344,West Devon
Dart­ moor,1,50.5718857,-3.9206884,345,West Devon
Hcale ville,1,50.6045194,-1.3184195,346,
Chesll Beach,1,50.6266703,-2.5605472,347,
Chesll Beach.(2017,1,50.6266703,-2.5605472,347,
Chesll Beach,1,50.6266703,-2.5605472,347,
Lille,1,50.62925,3.057256,348,Lille
Broadwater,1,50.8284525,-0.3745477,349,
Germany,1,51.165691,10.451526,350,Vogtei
Penshurst,3,51.1727246,0.1824358,351,
WOOiey,1,51.2097555,-2.6912839,352,
Bath,1,51.3781018,-2.3596827,353,Bath
hellekens,1,51.3791407,5.252299,354,
SofITT,1,51.4287737,-2.6334927,355,Bristol
Blackheath,2,51.4658393,0.0090338,356,London
ang Mortlake,1,51.4687363,-0.2627417,357,London
Mortlake,5,51.4687363,-0.2627417,357,London
Mortlake,2,51.4687363,-0.2627417,357,London
LONDON,1,51.5072178,-0.1275862,358,London
London,1,51.5072178,-0.1275862,358,London
London,1,51.5072178,-0.1275862,358,London
London,1,51.5072178,-0.1275862,358,London
He.ivy(BJ,1,51.5128603,-0.128045,359,London
Euston,1,51.5280991,-0.1332084,360,London
South Wales,1,51.6858341,-3.3821421,361,
South Wales,2,51.6858341,-3.3821421,361,
South Wales,1,51.6858341,-3.3821421,361,
Olmln l400,1,51.8670254,5.8721896,362,Nijmegen
Cork,1,51.8985143,-8.4756035,363,Cork
Ipswich,1,52.056736,1.14822,364,Ipswich
B.Barry 2,1,52.1277623,-8.2895635,365,
Holland,2,52.132633,5.291265999999999,366,
GoodC,1,52.2471366,21.0632676,367,Warszawa
Dennington,2,52.253926,1.3393709,368,East Suffolk
Warwick,1,52.28231599999999,-1.584927,369,
England,1,52.3555177,-1.1743197,370,
England,11,52.3555177,-1.1743197,370,
England,13,52.3555177,-1.1743197,370,
England,6,52.3555177,-1.1743197,370,
Tassie,1,52.3637788,4.886993599999999,371,Amsterdam
Edgbaston,2,52.4553184,-1.9040926,372,Birmingham
Edgbaston,1,52.4553184,-1.9040926,372,Birmingham
Birmingham,1,52.48624299999999,-1.890401,373,Birmingham
Birmingham,1,52.48624299999999,-1.890401,373,Birmingham
Peterborough,1,52.57031689999999,-0.2407996999999999,374,Peterborough
Derby,1,52.9225301,-1.4746186,375,Derby
"53,9",1,52.9995357,9.0026872,376,
Newfoundland,1,53.1355091,-57.6604364,377,
Jubilee Park,1,53.1557403,-0.2215658,378,East Lindsey
Sheffield,1,53.38112899999999,-1.470085,379,Sheffield
Heywood,5,53.592628,-2.22565,380,
B.Jenkinson,1,53.6924621,-1.6311384,381,Kirklees
Belarus,1,53.709807,27.953389,382,Дукорскі сельскі Савет
Manitoba,4,53.7608608,-98.8138763,383,Unorganized Division No. 21
Yorkshire,1,53.9590858,-1.0792403,384,York
Yorkshire,1,53.9590858,-1.0792403,384,York
York,1,53.9614205,-1.0739108,385,York
Kavanas,1,53.9897186,-7.3633319,386,
M.Monaghan,1,54.2492434,-6.9683082,387,
Whitehaven,1,54.549699,-3.589233,388,
Coleraine,1,55.1325802,-6.6646102,389,
Britain,2,55.378051,-3.435973,390,
Britain,1,55.378051,-3.435973,390,
Moscow,1,55.755826,37.6173,391,"РОССИЯ, РАЗВАЛИСЬ"
Canada,2,56.130366,-106.346771,392,Unorganized Division No. 18
Canada,1,56.130366,-106.346771,392,Unorganized Division No. 18
Scotland,1,56.49067119999999,-4.2026458,393,
Ounkeld,1,56.5676532,-3.5862204,394,
Dunkeld,1,56.5676532,-3.5862204,394,
Glencoe,2,56.68255989999999,-5.1022713,395,
ilbnotmilil,1,57.675144,-2.812153,396,
Kodiak,1,57.79000000000001,-152.4072222,397,
St Kilda,4,57.83481324783624,-8.56354406037558,398,
St KJkta,1,57.83481324783624,-8.56354406037558,398,
St Kilda,6,57.83481324783624,-8.56354406037558,398,
St Kilda,1,57.83481324783624,-8.56354406037558,398,
Marwick,1,59.1045876,-3.3403778,399,
Stockholm,1,59.32932349999999,18.0685808,400,Stockholms kommun
Bergen,1,60.39126279999999,5.3220544,401,Bergen
Norway,1,60.47202399999999,8.468945999999999,402,
RUSSIA,1,61.52401,105.318756,403,
Russia,1,61.52401,105.318756,403,
Russia,3,61.52401,105.318756,403,
Denali,1,63.06916889999999,-151.0069842,404,
Denali,1,63.06916889999999,-151.0069842,404,
ISLAND,1,64.963051,-19.020835,405,
